corp_name,stock_code,corp_code
유네코,064510,00127699
앤에스,126870,00638539
한국미라클피플사,331660,01363924
엠오티,413390,01563922
한중엔시에스,107640,00474588
미래에셋비전스팩6호,478440,01819867
LG생명과학,068870,00423609
대한제당,001790,00113234
한탑,002680,00140566
대상,001680,00121941
팜스토리,027710,00192499
모아텍,033200,00241209
이지홀딩스,035810,00242378
iMBC,052220,00370006
우성,006980,00142661
스톰테크,352090,01226270
한국공항,005430,00156691
한국쉘석유,002960,00158149
쇼박스,086980,00303794
야스,255440,00875307
씨아이테크,004920,00127158
서호전기,065710,00220622
세실,084450,00446831
신한글로벌액티브리츠,481850,01714997
디지캡,197140,00681373
TS트릴리온,317240,01353024
MDS테크,086960,00445841
신비앤텍,070480,00446479
테크엘,064520,00370255
아모텍,052710,00298447
캐리,313760,00863038
태성,323280,01366000
디비엘,041500,00291152
드림인사이트,362990,01492688
미래에셋비전스팩7호,482680,01841635
비비씨,318410,01153105
진영,285800,00816933
조흥,002600,00149345
쎄트렉아이,099320,00449254
아미코젠,092040,00545734
에스앤디,260970,00560849
해태제과식품,101530,00428321
조이시티,067000,00397252
인피니트헬스케어,071200,00435969
상상인제3호기업인수목적,415580,01604371
대교,019680,00108913
우리은행,000030,00254045
배터리솔루션즈,199870,00929778
셀젠텍,258250,01117918
스튜디오드래곤,253450,01168684
디아이티,110990,00576798
유비벨록스,089850,00592653
동아쏘시오홀딩스,000640,00116824
우리종합금융,010050,00104102
동아에스티,170900,00956930
씨피시스템,413630,01601222
한서제약,044070,00301015
플래닛팔이,057330,00301626
미래반도체,254490,00299844
하이젠알앤엠,160190,00650771
한국맥널티,222980,00579139
선진,136490,00855093
팜스빌,318010,00986898
샘표식품,248170,01167056
크라운제과,264900,01205329
오리온,271560,01238169
하나금융22호기업인수목적,418170,01613281
온코닉테라퓨틱스,476060,01632912
경동나비엔,009450,00101488
남화토건,091590,00108001
남광토건,001260,00107066
한국알콜,017890,00158565
동원산업,006040,00118026
유진기업,023410,00184667
아이즈비전,031310,00200910
에스엘,005850,00125521
SK디스커버리,006120,00131832
코데즈컴바인,047770,00329093
한라IMS,092460,00528515
유화증권,003460,00145190
KB제30호스팩,486630,01851650
대동고려삼,178600,00910202
한국애보트진단,066930,00317089
제이엔케이글로벌,126880,00442154
씨알푸드,236030,01085187
휴럼,353190,01453670
오에스피,368970,01491607
경동제약,011040,00101549
고려제약,014570,00103015
대한약품,023910,00113128
동구바이오제약,006620,00114686
동국제약,086450,00114808
에스엔유프리시젼,080000,00455981
GST,083450,00540863
휴스틸,005010,00156488
휴메딕스,200670,00614478
코스맥스엔비티,222040,00656289
씨이랩,189330,00991298
한창제지,009460,00163761
HMM,011200,00164645
기신정기,092440,00106614
진도,088790,00557933
하스,450330,01663569
메디쎄이,200580,01018617
SCL사이언스,246960,01110182
백산,035150,00122551
한솔로지스틱스,009180,00140946
안국약품,001540,00139205
한컴라이프케어,372910,00534598
비엔디,047940,00329084
씨티앤티,050470,00334493
콜마파마,038710,00334615
지케이파워,054020,00349787
수산아이앤티,050960,00577016
부광약품,003000,00123718
삼성제약,001360,00126414
삼아제약,009300,00126788
신신제약,002800,00136448
신일제약,012790,00137058
영진약품,003520,00141149
유유제약,000220,00144818
유나이티드,033270,00158963
한독,002390,00161046
넥센,005720,00167192
본느,226340,01098792
형지글로벌,308100,01181807
코윈테크,282880,01211232
에스디바이오센서,137310,00854997
한솔테크닉스,004710,00157399
루트로닉,085370,00549925
영진코퍼레이션,053330,00356158
닷밀,464580,01605282
현대약품,004310,00164706
환인제약,016580,00166573
대화제약,067080,00210740
바이넥스,053030,00216027
조아제약,034940,00231831
비씨월드제약,200780,00256043
바스칸바이오제약,354390,00533809
셀트리온제약,068760,00541349
위더스제약,330350,00765851
헬릭스미스,084990,00359395
미래에셋비전기업인수목적1호,412930,01601286
한국타이어앤테크놀로지,161390,00937324
코오롱티슈진,950160,01245062
현대코퍼레이션홀딩스,227840,01108099
인바이츠바이오코아,216400,00537221
피엔케이피부임상연구센타,347740,01290381
코칩,126730,00446901
SK증권제12호스팩,473000,01798722
종근당,185750,00992871
HK이노엔,195940,01012066
제주은행,006220,00148832
대동기어,008830,00109310
포스코엠텍,009520,00128111
서울반도체,046890,00130763
코스맥스비티아이,044820,00219574
태광,023160,00153375
SBI인베스트먼트,019550,00156910
KEC,092220,00589127
코스맥스,192820,01009789
두산퓨얼셀,336260,01412725
서울바이오시스,092190,00488402
에스에이치엔엘,050320,00245898
지오엘리먼트,311320,00668965
엔에이치기업인수목적20호,391060,01573974
한화갤러리아,452260,01722437
애경케미칼,161000,00936787
테라젠이텍스,066700,00249894
모비스,250060,01165155
대한광통신,010170,00113261
이건홀딩스,039020,00184889
제룡산업,147830,00899556
신한제11호스팩,452980,01719105
신한제13호스팩,474930,01807747
신한제12호스팩,474660,01809569
남산물산,036280,00188122
케이조선,067250,00109453
KD,044180,00111218
동원개발,013120,00117966
태경비케이,014580,00122481
성일하이텍,365340,01274329
한신기계공업,011700,00162072
케이쓰리아이,431190,01689266
엠에스씨,009780,00121154
영풍,000670,00141307
시그네틱스,033170,00158219
좋은사람들,033340,00205003
한국석유공업,004090,00157991
바른손이앤에이,035620,00259590
삼현,437730,00262266
베뉴지,019010,00267906
콘텐트리중앙,036420,00203315
데브시스터즈,194480,01008762
오스템,031510,00175173
국보디자인,066620,00253985
삼아알미늄,006110,00126779
아남전자,008700,00138516
KPX케미칼,025000,00191472
씨젠,096530,00788773
교보11호기업인수목적,397880,01582228
제이투케이바이오,420570,01553129
사이노젠,064060,00367376
삼성증권,016360,00104856
LG이노텍,011070,00105961
삼성생명,032830,00126256
엔텔스,069410,00415707
삼성중공업,010140,00126478
신세계,004170,00136378
현대차증권,001500,00137997
화천기공,000850,00166519
에어레인,163280,01663116
유아이디,069330,00400121
화신테크,086250,00166333
나무가,190510,00819374
비피도,238200,01109070
하나금융21호기업인수목적,406760,01593242
제일일렉트릭,199820,00148470
신한서부티엔디리츠,404990,01436558
고려제강,002240,00103006
KCC건설,021320,00105466
대성창투,027830,00109037
대현,016090,00113614
LX세미콘,108320,00525934
자화전자,033240,00146861
라이온켐텍,171120,00317104
시지메드텍,056090,00346610
티에스이,131290,00372226
텔코웨어,078000,00361488
시디즈,134790,00852087
씨케이솔루션,480370,01210677
이녹스,088390,00494476
에스와이,109610,00535481
유니테스트,086390,00540447
코셈,360350,01493793
셀로맥스사이언스,471820,01448544
한국테크놀로지,053590,00355548
씨엔티드림,286000,01114559
효성,004800,00117188
유안타증권,003470,00117601
에너토크,019990,00169215
코콤,015710,00187725
선도전기,007610,00131939
한국주철관공업,000970,00159573
케이엘넷,039420,00246620
지나인제약,078650,00477257
비케이탑스,030790,00273615
이스트에이드,239340,01128622
상신브레이크,041650,00129642
신풍,002870,00137368
툴젠,199800,00547510
에스코넥,096630,00573269
KX,122450,00657987
디티앤씨,187220,00675594
엠에프씨,432980,01217795
이녹스첨단소재,272290,01237540
솔트웨어,328380,01390399
SM Life Design,063440,00367604
현대비앤지스틸,004560,00125743
현대이지웰,090850,00656951
서울도시가스,017390,00130684
포스코DX,022100,00155212
퓨릿,445180,01027828
와이어블,065530,00250137
한국정보공학,039740,00261957
누리플렉스,040160,00269889
인산가,062580,00408336
강스템바이오텍,217730,01025644
레몬,294140,01011395
시너지이노베이션,048870,00475985
아비코전자,036010,00138598
캐프,198080,00876643
하나28호기업인수목적,454750,01724338
GS피앤엘,499790,01882845
라피치,403360,01466832
아이엠지티,456570,01579020
아이에이치큐,003560,00154426
지디,155960,00676122
미래생명자원,218150,01071944
한일현대시멘트,006390,00164672
비엔케이제3호스팩,0068Y0,01933981
뉴로핏,380550,01782004
BGF리테일,282330,01263022
BGF,027410,00219097
로킷헬스케어,376900,01335143
한국비엔씨,256840,01179617
한미사이언스,008930,00161426
넥써쓰,205500,01042429
탑런토탈솔루션,336680,00814582
OCI,456040,01760738
씨티씨바이오,060590,00362292
DH오토넥스,000300,00126089
한싹,430690,01602638
우성아이비,194610,01011562
앤디포스,238090,00942131
푸른소나무,057880,00410739
제일연마,001560,00148461
천지산업,001490,00151447
빅텍,065450,00385363
동화약품,000020,00119195
인지디스플레,037330,00265421
아이티켐,309710,00914341
현대위아,011210,00106623
엔케이,085310,00172228
조광아이엘아이,044060,00291860
넥스턴앤롤코리아,089140,00416414
싸이맥스,160980,00659161
미래에셋비전기업인수목적2호,446190,01692321
오아,342870,01428948
아이비케이에스제21호기업인수목적,442770,01682740
알트,459550,01466373
틸론,217880,00976615
티비씨,033830,00204642
HC홈센타,060560,00288495
HC보광산업,225530,00568461
SBI핀테크솔루션즈,950110,00938688
국일신동,060480,00203847
소노스퀘어,007720,00104810
삼부토건,001470,00125974
비츠로시스,054220,00201432
인선이엔티,060150,00375931
에이치와이티씨,148930,00885906
엔젠바이오,354200,01397903
THE E&M,089230,00519252
윙스풋,335870,01405585
인터엠,017250,00145914
세나테크놀로지,061090,01010615
KNN,058400,00208134
에스디생명공학,217480,01099667
에이팩트,200470,00667425
에쓰씨엔지니어링,023960,00121969
엔케이젠바이오텍코리아,182400,00977650
대한해운,005880,00113535
리튬포어스,073570,00440712
광림,014200,00103635
수성웹툰,084180,00243979
삼성기업인수목적8호,448740,01700921
삼호개발,010960,00128980
두산에너빌리티,034020,00159616
현대자동차,005380,00164742
리가켐바이오,141080,00842619
디에이치엑스컴퍼니,031860,00180865
IPARK현대산업개발,294870,01310269
테스,095610,00524421
스테이지원엔터,078860,00543204
아하,102950,00677334
디알젬,263690,00966168
한라캐스트,125490,00683061
삼성스팩13호,0115H0,01957909
케이비제25호기업인수목적,455250,01724709
핑거스토리,417180,01584934
대보마그네틱,290670,01259418
우양,103840,00486875
LG생활건강,051900,00356370
알파AI,043100,00220109
에이전트AI,060900,00367695
오픈엣지테크놀로지,394280,01571107
삼성스팩12호,0096B0,01946532
바이오솔루션,086820,00560982
THE CUBE&,013720,00151605
대신밸류리츠,0030R0,01885222
마이크로디지탈,305090,01267967
대신밸런스제14호기업인수목적,442310,01696451
교보13호기업인수목적,440790,01677678
한화비전,489790,01867758
티케이케미칼,104480,00693554
세이브존I&C,067830,00422895
오이솔루션,138080,00571483
코어라인소프트,384470,01512575
쓰리빌리언,394800,01506617
탑선,180060,00874937
하이드로리튬,101670,00527491
메디콕스,054180,00356839
페스카로,0015S0,01817920
강남제비스코,000860,00100939
신대양제지,016590,00135777
신영증권,001720,00136721
인성정보,033230,00229021
일신석재,007110,00146296
에코볼트,097780,00562360
네오크레마,311390,01219155
아이엘,307180,01326279
청담글로벌,362320,01534577
디와이덕양,024900,00114154
삼성에피스홀딩스,0126Z0,01965324
HLB제약,047920,00336817
크리스에프앤씨,110790,00522007
TPC로보틱스,048770,00108649
에코심플렉스,038870,00287812
신화프리텍,095190,00526951
바이오포트,188040,01157846
중앙에너비스,000440,00149770
알에프세미,096610,00516246
하스코,012760,00116806
태양기계,116100,00442631
미래산업,025560,00197759
팬젠,222110,00962922
일성건설,013360,00146232
태림포장,011280,00153524
에스엔시스,0008Z0,01294110
현대오토에버,307950,00362441
한화오션,042660,00111704
대진첨단소재,393970,01549472
HLB글로벌,003580,00169048
키움증권,039490,00296290
EMB,278990,01117246
엑시온그룹,069920,00426068
현대사료,016790,00164618
메타케어,118000,00791209
DGI,099520,00627029
오토앤,353590,01084294
엔지브이아이,093510,00521433
월덱스,101160,00580065
우리기술,032820,00231044
대한화섬,003830,00113544
한진중공업홀딩스,003480,00163673
제닉,123330,00624998
부국증권,001270,00123772
삼천리자전거,024950,00128607
경남스틸,039240,00206039
한창,005110,00163716
카카오페이,377300,01244601
마녀공장,439090,01136977
솔루스첨단소재,336370,01412822
에이치엠넥스,036170,00232821
JW신약,067290,00110431
대한과학,131220,00608316
한국투자파트너스,019560,00162081
노랑풍선,104620,00632845
링네트,042500,00352499
파이버프로,368770,01513440
하이로닉,149980,00977641
질경이,233990,01063556
삼영전자공업,005680,00127200
럭스피아,092590,00578325
예선테크,250930,01166109
사조산업,007160,00124799
농우바이오,054050,00176835
오상헬스케어,036220,00260657
SG&G,040610,00264714
코나솔,176590,00666329
한화엔진,082740,00361008
프롬바이오,377220,01217865
아이엠뱅크,005270,00109019
에스케이렌터카,068400,00201450
민테크,452200,01689035
대성미생물,036480,00177320
에이테크솔루션,071670,00384887
케어젠,214370,00549891
비아이매트릭스,413640,01462739
와이앤넥스트,090740,00495554
유라클,088340,00407294
피노텍,150440,00990262
코리아나,027050,00152589
핸디소프트,220180,00793155
이화전기공업,024810,00145738
삼영에스앤씨,361670,00405506
마이크로엔엑스,448780,01206717
카카오뱅크,323410,01133217
아이티엠반도체,084850,00579980
티플랙스,081150,00497631
AP위성,211270,00874803
씨앤투스,352700,00875237
쿠콘,294570,01311055
보로노이,310210,01327746
폰드그룹,472850,01806951
세아제강,306200,01325979
대신증권,003540,00110893
KG스틸,016380,00115676
LS마린솔루션,060370,00225742
GS건설,006360,00120030
남화산업,111710,00245694
삼천리,004690,00128555
HB테크놀러지,078150,00255275
SJG세종,033530,00134510
화신,010690,00166315
LS증권,078020,00330424
중앙백신,072020,00415327
삼원강재,023000,00191588
해성에어로보틱스,059270,00453442
LG헬로비전,037560,00222532
비엠티,086670,00524786
현대리바트,079430,00300548
HD현대마린엔진,071970,00406046
이엔에프테크놀로지,102710,00530185
산일전기,062040,00366438
그래디언트,035080,00244561
PS일렉트로닉스,332570,01015160
에스엘테라퓨틱스,258540,01109122
깨끗한나라,004540,00113492
파두,440110,01292291
에이팸,073070,00235147
기가레인,049080,00377018
쿼드메디슨,464490,01671285
파인메딕스,387570,01455410
한켐,457370,01016309
뉴트리,270870,01214248
한국제15호스팩,479880,01818682
시스네오텍,226440,01101722
테크트랜스,258050,01246742
빛샘전자,072950,00359261
동양이엔피,079960,00178790
플래스크,041590,00297448
서울옥션,063170,00410915
우리엔터프라이즈,037400,00155692
셀피글로벌,068940,00308896
위메이드맥스,101730,00643656
SK이노베이션,096770,00631518
아모센스,357580,01012987
CJ제일제당,097950,00635134
티이엠씨씨엔에스,241790,01113754
LX하우시스,108670,00759513
피엔티엠에스,257370,01144569
HD현대마린솔루션,443060,01194689
페니트리움바이오,187660,01409022
경동도시가스,267290,01208885
SK케미칼,285130,01267170
NH올원리츠,400760,01480780
SYTS,002170,00127042
엠엑스로보틱스,007820,00137915
엠엑스온,347890,00670766
알엔투테크놀로지,148250,00915508
이노테나,333050,01407158
씨메스로보틱스,475400,01588189
버넥트,438700,01605529
현대에이치티,039010,00255044
서전기전,189860,00869272
해성산업,034810,00219361
제닉스로보틱스,381620,01293485
화성밸브,039610,00217743
HLB바이오스텝,278650,01189438
그린케미칼,083420,00454946
보령,003850,00123143
유니온,000910,00144252
한주라이트메탈,198940,00156600
DB하이텍,000990,00160843
지엔씨에너지,119850,00626464
한국철강,104700,00687711
에스케이증권제9호기업인수목적,455910,01725577
애드포러스,397810,01551042
더네이쳐홀딩스,298540,01214743
다산솔루에타,154040,00624518
잇츠한불,226320,00911955
코스모화학,005420,00160302
나우로보틱스,459510,01594791
한국선재,025550,00158015
DYP,092780,00117726
아이퀘스트,262840,01146822
이수스페셜티케미컬,457190,01762569
PKC,001340,00122472
엔지켐생명과학,183490,00606886
엘피케이로보틱스,183350,00989327
TP,007980,00154329
오픈놀,440320,01585155
현대건설,000720,00164478
LG전자,066570,00401731
피델릭스,032580,00189538
한솔제지,213500,01060744
삼양케이씨아이,036670,00265041
폴라리스AI파마,041910,00463342
삼양패키징,272550,01060814
에코프로머티,450080,01311408
효성티앤씨,298020,01316227
비스토스,419540,01506848
솔디펜스,215090,01063884
헬스커넥트,058530,00353018
디티씨,066670,00371740
제이엘케이,322510,01153293
코오롱모빌리티그룹,450140,01712485
락앤락,115390,00561866
장원테크,174880,00659684
일월지엠엘,178780,00923826
세우글로벌,013000,00134176
대한제강,084010,00113225
티엔엔터테인먼트,131100,00814786
제넥신,095700,00545929
한화시스템,272210,00339391
사토시홀딩스,223310,01075126
엘브이엠씨,900140,00838500
티앤알바이오팹,246710,01109937
DB,012030,00163345
에스앤에스텍,101490,00411048
제일기획,030000,00148276
모나용평,070960,00365989
성우,458650,00319272
스피어,347700,01336762
에스케이증권제8호기업인수목적,435870,01671197
디비금융제11호기업인수목적,456440,01731453
삼지전자,037460,00128315
일지테크,019540,00146560
INVENI,015360,00105101
케이씨피드,025880,00101752
한국항공우주,047810,00309503
에이티넘인베스트,021080,00161462
티씨케이,064760,00245472
덕신이피씨,090410,00454937
NICE인프라,063570,00363769
도우인시스,484120,01380578
배럴,267790,01182240
한화솔루션,009830,00162461
BF랩스,139050,00656021
헥토파이낸셜,234340,00763701
대백저축은행,026970,00110060
달바글로벌,483650,01649204
이엘씨,041520,00137289
이지트로닉스,377330,01140837
비상교육,100220,00520887
큐러블,086460,00548519
캐스텍코리아,071850,00302582
휴니드테크놀러지스,005870,00111421
키움히어로제1호스팩,466690,01784677
에스원,012750,00158501
아이엠바이오로직스,493280,01859500
유니드,014830,00159786
일진다이아,081000,00508274
이리츠코크렙,088260,00544452
일진전기,103590,00683469
일진하이솔루스,271940,00972503
미원에스씨,268280,01234297
비엔케이제1호기업인수목적,445360,01689336
엔알비,475230,01708163
YTN,040300,00200275
티씨머티리얼즈,125020,00381756
프로티나,468530,01688568
플래티어,367000,01454341
메이슨캐피탈,021880,00136101
조이웍스앤코,309930,01335453
롤링스톤,214610,01049167
셀트리온,068270,00413046
현대에버다임,041440,00228536
이지스,261520,01211889
나라소프트,288490,01267550
이트론,096040,00480756
와이투솔루션,011690,00144720
콜마홀딩스,024720,00203290
큐엠씨,136660,00816696
피씨디렉트,051380,00297934
퍼시스,016800,00161709
케이엔솔,053080,00304076
E1,017940,00165583
알에프텍,061040,00309831
NE능률,053290,00363927
코아스,071950,00210856
SOOP,067160,00399694
SNT홀딩스,036530,00225159
CG인바이츠,083790,00407814
한국자산신탁,123890,00404701
성창오토텍,080470,00486370
HJ중공업,097230,00633835
HB솔루션,297890,00523936
미원홀딩스,107590,00706715
국보,001140,00104519
에이엠시지,495900,01872893
바이젠셀,308080,01335790
벨로크,424760,01622331
대동전자,008110,00157104
HLB테라퓨틱스,115450,00552859
SK시그넷,260870,01188730
노바렉스,194700,00811372
플레이디,237820,00862853
신라젠,215600,00919966
파마리서치,214450,00970453
드림시큐리티,203650,01038693
골프존,215000,01067516
위니아에이드,377460,01175499
에스퓨얼셀,288620,01257872
위지윅스튜디오,299900,01276327
비투엔,307870,01326792
지앤엘,014590,00106456
더미동,161570,00945208
휴엠앤씨,263920,01185566
엔비알모션,0004V0,00924931
이퓨쳐,134060,00788737
퀄리타스반도체,432720,01584183
코리아에프티,123410,00803425
리더스코스메틱,016100,00180263
KB제32호스팩,0037T0,01902990
동원F&B,049770,00340917
앱토크롬,109960,00653194
휴젤,145020,00888347
스페코,013810,00136165
토마토시스템,393210,01436479
블리츠웨이엔터테인먼트,369370,01508855
네오이뮨텍,950220,01511558
스마트레이더시스템,424960,01555215
플라즈맵,405000,01575839
오리엔트바이오,002630,00141626
롯데하이마트,071840,00158307
대한전선,001440,00113207
에코글로우,159910,00896753
셀레스트라,352770,01201970
효성화학,298000,01316236
S&K폴리텍,091340,00580667
DXVX,180400,00995993
CNT85,056730,00318662
정원엔시스,045510,00147772
아이언디바이스,464500,01706794
일양약품,007570,00146454
아이파크영창,001890,00141282
압타머사이언스,291650,01265251
아이마켓코리아,122900,00360142
유안타제10호기업인수목적,435380,01670675
알파칩스,117670,00605124
원풍,008370,00144012
더핑크퐁컴퍼니,403850,01138364
SBS,034120,00130772
대선조선,031990,00110307
코닉오토메이션,391710,01573284
포니링크,064800,00392691
쏘카,403550,01026157
하나27호기업인수목적,448370,01700374
큐리오시스,494120,01786958
이뮨온시아,424870,01203659
메드팩토,235980,01336373
하이제8호기업인수목적,450050,01705625
부산은행,005280,00124106
TYM,002900,00117230
유니크,011320,00147152
태광산업,003240,00153393
미코,059090,00366942
엑시큐어하이트론,019490,00156150
비케이홀딩스,050090,00369569
신흥,004080,00173795
케이티스카이라이프,053210,00349097
씨앗,103660,00762377
압타바이오,293780,01251595
켈스,402420,01507722
인벤테라,0007J0,01869710
멜파스,096640,00609315
씨유메디칼,115480,00681249
아이티센글로벌,124500,00620868
범양사,002480,00122728
가비아,079940,00506294
내츄럴엔도텍,168330,00923792
아이티아이즈,372800,01429840
행남사,008800,00164362
에이엘티,172670,00493325
큐캐피탈,016600,00267942
컴투스홀딩스,063080,00535746
EG,037370,00261054
삼일씨엔에스,004440,00109806
이화산업,000760,00145686
에이블씨엔씨,078520,00400857
청호ICT,012600,00151863
삼익THK,004380,00127802
JW중외제약,001060,00149947
LX홀딩스,383800,01562589
비츠로넥스텍,488900,01194607
JTC,950170,01041828
남선알미늄,008350,00107224
KBI동양철관,008970,00117629
HS화성,002460,00174527
더스텔라,065310,00307037
하나26호기업인수목적,446750,01696275
에이리츠,140910,00860730
한국큐빅,021650,00160010
지에프씨생명과학,388610,01221752
라메디텍,462510,01504211
에스아이리소스,065420,00120906
녹십자홀딩스,005250,00108135
제이오,418550,00411808
삼립,005610,00125530
키움히어로제2호스팩,0131D0,01964246
녹십자,006280,00129679
더콘텐츠온,302920,00991225
선바이오,067370,00407036
시선AI,340810,01315042
코렌텍,104540,00541437
커넥트웨이브,119860,00585608
한신공영,004960,00162063
DB증권,016610,00115694
KG모빌리티,003620,00138242
우듬지팜,403490,01299106
포바이포,389140,01513699
케이티앤지,033780,00244455
광주은행,192530,01028164
오파스넷,173130,00867849
일성아이에스,003120,00146214
강원랜드,035250,00255619
차바이오텍,085660,00525679
케이뱅크,279570,01203312
퓨쳐켐,220100,01053540
유안타제14호기업인수목적,450940,01706819
가이아코퍼레이션,296520,01229240
큐렉소,060280,00356802
링크드,193250,01035678
썸에이지,208640,01049422
남양유업,003920,00107598
와이즈버즈,273060,01236532
엠피씨플러스,050540,00302078
안랩,053800,00298270
LG디스플레이,034220,00105873
동양생명,082640,00117267
빛과전자,069540,00367482
네오오토,212560,00876865
유니드비티플러스,446070,01702017
블루산업개발,006740,00141404
케이비증권,003450,00164876
케스피온,079190,00479705
하나29호기업인수목적,454640,01724417
큐리언트,115180,01042650
광동헬스바이오,086220,00523176
부산산업,011390,00124027
삼성SDI,006400,00126362
대성에너지,117580,00787376
토모큐브,475960,01573336
신한제16호스팩,496070,01875146
켐트로스,220260,01089350
한울반도체,320000,01359815
에스제이엠,123700,00815369
에스유앤피,019590,00136642
원익피앤이,217820,01020843
아이엘로보틱스,403810,01669794
삼성E&A,028050,00126308
무학,033920,00121543
고려신용정보,049720,00336297
우리이앤엘하루틴,153490,00815095
풍전약품,298060,01110474
힘스,238490,00556712
비트맥스,377030,01409095
엑스플러스,373200,01514698
위니아,071460,00300557
제넨바이오,072520,00408956
윤성에프앤씨,372170,00925374
링크제니시스,219420,01109955
한농화성,011500,00160861
씨엔플러스,115530,00660033
휴맥스,115160,00787057
휴맥스홀딩스,028080,00219440
아이비케이에스제20호기업인수목적,439730,01675421
삼성기업인수목적7호,439250,01675227
티움바이오,321550,01335930
오뚜기,007310,00141529
오텍,067170,00397289
인터지스,129260,00151368
대신밸런스제18호기업인수목적,478780,01817610
케이에이치건설,226360,01097906
비엘팜텍,065170,00384717
한국유니온제약,080720,00532855
극동전선,006250,00105165
아이로보틱스,066430,00370200
APS이노베이션,079810,00445160
LIG디펜스앤에어로스페이스,079550,00503668
LIG아큐버,073490,00462121
씨어스,458870,01514227
한화플러스제4호기업인수목적,455310,01725160
대신밸런스제16호기업인수목적,457630,01738483
에피소드컴퍼니,317530,01267222
E8,418620,01516890
파멥신,208340,00972293
DSR제강,069730,00151298
3S,060310,00378363
신성에스티,416180,00761183
필옵틱스,161580,00938721
세븐브로이맥주,267080,01575361
크로넥스,215570,01034730
동아지질,028100,00178754
코디,080530,00308559
제우스,079370,00442570
뉴엔AI,463020,01639508
미래에셋비전기업인수목적3호,448830,01702424
케이에이치미래물산,111870,00125965
지에프아이,493330,01450938
그래피,318060,01565054
텔콘RF제약,200230,00608802
레드우즈,266170,00990396
라온로보틱스,232680,00911229
모나리자,012690,00173102
SK아이이테크놀로지,361610,01386916
다산네트웍스,039560,00268251
싸이닉솔루션,234030,00874168
티웨이홀딩스,004870,00109514
케이비제28호기업인수목적,476470,01810796
유진기업인수목적9호,442130,01678835
마니커에프앤지,195500,00770312
유일로보틱스,388720,01152586
탑코미디어,134580,00608699
비아트론,141000,00610083
KT나스미디어,089600,00486097
신라에스지,025870,00136004
삼화페인트공업,000390,00129387
GC메디아이,032620,00220057
디와이에이,002880,00149804
KG파이낸셜,046440,00405278
제이케이시냅스,060230,00363510
상보,027580,00129615
빙그레,005180,00124726
경농,002100,00101433
에코마케팅,230360,01029394
동방메디컬,240550,01073261
프로이천,321260,01359736
케이엠더블유,032500,00226352
아이엠비디엑스,461030,01497373
인터로이드,311960,01290132
SK네트웍스,001740,00131780
멕아이씨에스,058110,00270113
대주산업,003310,00112457
엔젯,419080,01587056
엠젠솔루션,032790,00110884
루미르,474170,01636565
센코,347000,01023318
드림어스컴퍼니,060570,00364467
제이스텍,090470,00493185
아톤,158430,00595182
셀레믹스,331920,01114586
에스케이증권제10호기업인수목적,457940,01744703
세토피아,222810,01091382
솔트룩스,304100,01050738
컴퍼니케이,307930,00598198
현대로템,064350,00302926
듀켐바이오,176750,00867034
바이오에프디엔씨,251120,01160974
웰바이오텍,010600,00141273
케이씨더블류,068060,00175650
인스피언,465480,01284876
손오공,066910,00306870
바이오텐,289170,01352575
지슨,289860,00945776
네오펙트,290660,01246034
교보18호스팩,0041B0,01910324
지투지바이오,456160,01577952
다산디엠씨,208860,01084364
에스티큐브,052020,00273110
솔브레인,357780,01489648
레이저쎌,412350,01573381
유틸렉스,263050,01110678
미스토홀딩스,081660,00195229
서울평가정보,036120,00260745
한울앤제주,276730,01230255
트레스,102210,00299358
미쥬,351020,01547933
팬스타엔터프라이즈,054300,00339072
블랙야크아이앤씨,478560,01718407
코셋,189350,00965062
키네마스터,139670,00535375
한국스탠다드차타드은행,000110,00148504
한전산업,130660,00194947
스틱인베스트먼트,026890,00117498
케이디켐,221980,00370918
경창산업,024910,00102353
티케이지휴켐스,069260,00426086
이월드,084680,00540605
한양디지텍,078350,00488989
전북은행,006350,00147295
동성케미컬,102260,00679314
한국정보통신,025770,00159342
샌즈랩,411080,01242241
풀무원식품,103160,00684732
유진테크,084370,00531014
대봉엘에스,078140,00442826
본시스템즈,496320,01872459
카이노스메드,284620,01263527
국전약품,307750,01329957
롯데지주,004990,00120562
엘앤에프,066970,00398701
엠디바이스,226590,01022142
타스컴,336040,01118139
미래에셋비전스팩10호,0097F0,01949469
서진시스템,178320,00838005
에이치씨코퍼레이션,037340,00241236
아스타,246720,01157235
에이비엘바이오,298380,01256864
파인텍,131760,00820352
국일제지,078130,00104573
흥국화재,000540,00103176
대림통상,006570,00109824
대원,007680,00111838
제이에스티나,026040,00120289
대한제분,001130,00113243
유니슨,018000,00144243
동방,004140,00115287
시공테크,020710,00170026
키스트론,475430,00204323
DRB동일,004840,00118266
에이텍,045660,00256502
LX인터내셔널,001120,00120076
케이티알파,036030,00260958
서울식품공업,004410,00130879
한국경제TV,039340,00263371
한국카본,017960,00159795
케이옥션,102370,00668600
지슨,446840,01693922
신한지주,055550,00382199
젬백스,082270,00492894
리브스메드,491000,01385005
아크릴,0007C0,01829819
동부건설,005960,00115612
코아시아씨엠,196450,01031502
파마리서치바이오,217950,01066058
율촌화학,008730,00145260
디앤디파마텍,347850,01376715
엠플러스,259630,00833064
에브리봇,270660,01201590
경남에너지,008020,00101336
이오플로우,294090,01274310
씨앤에이치,023460,00149266
한국제14호기업인수목적,477530,01814312
에이아이코리아,364950,01307593
